definition,peak_at,trough_at,depth,window,trail_vol_at_peak,mkt_vol_at_peak,mkt_prior_2y,mkt_during,vol_std_depth,also_slow,lo_ret,hi_ret,factor_ret,loser_share,winner_share,retrace_20d,crash_days,sessions,leg_data,bear_state,route,formation_at,era
fast,1937-03-10,1937-03-22,-0.04822840926605365,10,0.0644058080384898,0.11837399407271737,0.8537405750597722,-0.06110844583155828,-3.759050626501124,False,-0.04065647074884038,-0.06921163776373729,-0.04061423654018215,-1.423786830860781,2.423786830860781,0.49309633931498176,0,11,True,False,Route 2,1937-02-28,returns-only
fast,1937-04-14,1937-04-26,-0.057290302795486525,10,0.10265022127239966,0.129141547148857,0.6414720433294288,-0.057031037554283626,-2.8016991485962803,True,-0.06341457882140433,-0.10545566417293673,-0.05370800594610925,-1.508395377787098,2.5083953777870978,0.39543049697418375,0,11,True,False,Route 2,1937-03-31,returns-only
fast,1937-09-14,1937-09-25,-0.05677260774080495,10,0.09581901822991788,0.1939934300668231,0.11013973809280131,-0.06798076432548528,-2.9743179825651556,False,-0.057999596475278414,-0.11869409451226332,-0.03866264180942869,-0.955598915076877,1.955598915076877,0.3162584217139592,0,11,True,False,Route 2,1937-08-31,returns-only
fast,1937-10-19,1937-10-30,-0.12802344635232188,10,0.11666375802434757,0.2717400440260383,-0.21664238212299536,0.1408080839192103,-5.508759626949268,False,0.37785147648567197,0.14969774527926094,-0.10857836920597874,1.6561266584933874,-0.6561266584933874,-0.10732012275056362,0,11,True,True,Route 1,1937-09-30,returns-only
fast,1937-12-29,1938-01-11,-0.13288426500440165,10,0.29379600888433377,0.3920161876527786,-0.20100330156135138,0.1421008608421359,-2.2705336217480303,True,0.33794342583820014,0.06941990908724627,-0.12508022338944136,1.258524504397992,-0.25852450439799207,0.9670155863096161,0,11,True,True,Route 1,1937-11-30,returns-only
fast,1938-02-09,1938-02-23,-0.04791130524578768,10,0.32920492650682415,0.3724838948562381,-0.16369879872861204,0.06258393020738162,-0.7305870117479906,False,0.11638616167301619,0.02871270868561493,-0.05210049550270601,1.3274960402180231,-0.3274960402180232,3.212351959293201,0,11,True,True,Route 1,1938-01-31,returns-only
fast,1938-03-29,1938-04-09,-0.11705391500914797,10,0.25071160490963224,0.27169120118251955,-0.39250503722034846,0.11021644620007587,-2.343752655712234,False,0.22714577807081193,0.0690932571232783,-0.0965695658373601,1.4371537809650892,-0.4371537809650892,0.6902719398754652,0,11,True,True,Route 1,1938-02-28,returns-only
fast,1938-04-29,1938-05-11,-0.057736997196851214,10,0.27748612001323575,0.3117727916870937,-0.3163454642168887,0.06319482876023685,-1.0445114358385472,True,0.15256627475910167,0.04212858040615264,-0.05660628159348713,1.3814692135052498,-0.3814692135052498,1.6397786587357979,0,11,True,True,Route 1,1938-03-31,returns-only
fast,1938-06-17,1938-06-29,-0.2017864819757197,10,0.2502369330345649,0.2922181409961965,-0.35651530171268553,0.1967939271406205,-4.048003977271499,False,0.4236503413671604,0.08948898024208307,-0.19053167137157734,1.2678016989779592,-0.2678016989779592,-0.5214412620936149,0,11,True,True,Route 1,1938-05-31,returns-only
slow,1938-05-26,1938-07-25,-0.2922071191530158,49,0.2536867483549525,0.3016594716503426,-0.34989685523019476,0.3328405092420872,-2.6121327310092743,True,0.782089252602314,0.1683495841571616,-0.2735921663867398,1.2743012922460404,-0.2743012922460403,0.2150100033746531,0,50,True,True,Route 1,1938-04-30,returns-only
fast,1938-09-27,1938-10-08,-0.06146644394951417,10,0.2123239957320799,0.26489097228860087,-0.3392293521382852,0.17139202357962224,-1.4532464815888673,False,0.3013136773601717,0.20416768171684185,-0.058838549992572764,3.101658234750516,-2.101658234750516,-0.24171340130666275,0,11,True,True,Route 1,1938-08-31,returns-only
fast,1939-01-14,1939-01-26,-0.06634608748345283,10,0.11279228406878936,0.21624554124673012,-0.15886905210352276,-0.05875017066185717,-2.9528147127768443,False,-0.05751250465657831,-0.10553774008411909,-0.056822817575784224,-1.1975475839853336,2.1975475839853336,1.3882329173772563,0,11,True,True,FITS-NONE,1938-12-31,returns-only
fast,1939-03-27,1939-04-08,-0.09500811385440022,10,0.13542437178265665,0.1863158108744895,-0.2200586277794877,-0.1446941997773894,-3.521795523745819,True,-0.12449111940985091,-0.24995469433478412,-0.09509861304301503,-0.9922491008592403,1.9922491008592405,0.5143116930246477,0,11,True,True,FITS-NONE,1939-02-28,returns-only
fast,1939-07-11,1939-07-22,-0.059634862806702604,10,0.1674338186758087,0.21516822171585648,0.08246054509839595,0.08405912014498873,-1.7879579989088763,False,0.17965854452479824,0.06877100234930422,-0.06555916317102028,1.6201869118937196,-0.6201869118937196,1.1506689759508482,0,11,True,False,FITS-NONE,1939-06-30,returns-only
fast,1939-08-31,1939-09-13,-0.2921690586449639,10,0.1080007563946574,0.17505209697271776,0.13659897031538848,0.14553595840198108,-13.580247797436186,False,0.5950541888543357,0.004006725153776314,-0.2860109294551748,1.0067790243590424,-0.0067790243590423885,-0.06857033002945354,1,11,True,False,FITS-NONE,1939-07-31,returns-only
slow,1939-08-23,1939-11-30,-0.3518401232101799,80,0.10521194488010617,0.16598837768733404,0.04661367163285268,0.1115563078796562,-5.935203200109087,True,0.60488861440287,-0.09990510889641879,-0.3464603962328239,0.8582491506468846,0.1417508493531154,0.15364914763501042,1,81,True,False,FITS-NONE,1939-07-31,returns-only
fast,1939-12-26,1940-01-08,-0.051498980894372326,10,0.3314987032471552,0.20636717823952955,0.3299742187274044,0.0208911256186044,-0.7798607650559458,False,0.06591362606764384,0.021310435570836894,-0.04201397070331614,1.4777782784924873,-0.4777782784924874,0.5252008671951394,0,11,True,False,FITS-NONE,1939-11-30,returns-only
fast,1940-06-14,1940-06-26,-0.04819126230119264,10,0.1197277809335525,0.25165141294330934,-0.10837194442516596,0.004786356090258348,-2.0205687843493925,False,0.11329810744247215,-0.05674543937620924,-0.0397201645356734,0.6662887805044593,0.3337112194955407,0.23895207263440707,0,11,True,True,Route 1,1940-05-31,returns-only
fast,1940-08-23,1940-09-05,-0.09577710337197087,10,0.14012837296240518,0.2642224319153715,-0.07979702306031022,0.060393947740077,-3.431119857648619,False,0.201073160454331,0.03671525504886519,-0.09134641117849363,1.2233859999510812,-0.22338599995108122,0.31653693485468076,0,11,True,True,Route 1,1940-07-31,returns-only
fast,1940-10-28,1940-11-09,-0.06524591172289662,10,0.14054711639614934,0.12388965647631188,-0.03274728222552059,0.05230412885500235,-2.330406242392928,True,0.10173778037991066,0.05809255612732067,-0.06440463304344757,2.331017473781759,-1.3310174737817586,0.7007311787171335,0,11,True,True,Route 1,1940-09-30,returns-only
fast,1940-12-28,1941-01-10,-0.07030948311268914,10,0.1534095258391142,0.1425729201624093,0.09603383677133936,0.03661312453639676,-2.300709829519383,True,0.16783711947383062,0.024424764401768773,-0.07374933802517225,1.17031143787783,-0.1703114378778301,0.022433622690207926,0,11,True,False,FITS-NONE,1940-11-30,returns-only
slow,1940-12-27,1941-03-10,-0.08123977866069187,59,0.15334270555019752,0.1425287789759107,0.1019311890218042,-0.022875500659493286,-1.0949136611548334,True,0.07345875588543183,-0.048818776433010025,-0.080137266395085,0.6007543208684201,0.3992456791315799,0.2610258703988326,0,60,True,False,FITS-NONE,1940-11-30,returns-only
fast,1941-12-26,1942-01-08,-0.10430780582951438,10,0.06506193217375164,0.12966680264852404,-0.20589586594208775,0.04340506613393069,-8.048039953068656,False,0.1916076444124164,-0.037253349414061776,-0.09759011437323573,0.837222810269245,0.16277718973075495,-0.13544819484771,0,11,True,True,Route 1,1941-11-30,returns-only
slow,1942-04-28,1942-07-09,-0.09704508344345786,60,0.0824761459729144,0.13964570715662228,-0.18008442948119374,0.16743284475161135,-2.4114031527373383,True,0.25754289585152357,0.14055324626119958,-0.09072439902756235,2.2014160804258407,-1.2014160804258405,0.2477303705270738,0,61,True,True,Route 1,1942-03-31,returns-only
fast,1942-12-29,1943-01-11,-0.046613265102669166,10,0.04298511074144837,0.07905160868928611,0.13218965433567487,0.030827335540758893,-5.443669439711441,False,0.08627428890181288,0.009352580610099581,-0.047089958470117654,1.121585711209525,-0.12158571120952505,0.010423947351990613,0,11,True,False,FITS-NONE,1942-11-30,returns-only
fast,1943-07-21,1943-08-02,-0.06002375347614308,10,0.1498502812810174,0.10772422248079254,0.4499662080573623,-0.07564519288222771,-2.010786022423823,True,-0.05337890787933064,-0.12836917479291077,-0.05654584136400487,-0.7118111466498082,1.711811146649808,0.06399592717788372,0,11,True,False,Route 2,1943-06-30,returns-only
fast,1943-10-26,1943-11-08,-0.06888737326274563,10,0.11620150601433712,0.10545730234641029,0.5304962242869697,-0.053493352290936325,-2.975967189345742,True,-0.05141864272872121,-0.17728620477590518,-0.0682355944240296,-0.40851385291347664,1.4085138529134766,0.8230008007104651,0,11,True,False,Route 2,1943-09-30,returns-only
fast,1945-07-12,1945-07-26,-0.056561479480428556,10,0.07804310161116712,0.09128954077300333,0.3950232918290635,-0.04142893020538241,-3.6381995035520647,False,-0.01692158009189293,-0.11959012174006667,-0.053070756954505915,-0.1648175752790965,1.1648175752790966,0.057603770418550526,0,11,True,False,Route 2,1945-06-30,returns-only
fast,1945-08-02,1945-08-20,-0.04625127770650894,10,0.09736231359766959,0.09629992391198927,0.401440132847811,-0.00996531358658137,-2.3846965301010816,True,0.016046286268970533,-0.09126653454610056,-0.05225989465695813,0.14952813789717267,0.8504718621028273,0.06865044905018132,0,11,True,False,Route 2,1945-07-31,returns-only
fast,1946-10-23,1946-11-04,-0.05437393473930474,10,0.0771741353280775,0.2418258755235421,0.19330155495746726,0.022570732313581088,-3.5368713226280395,False,0.07391997483310497,0.014200260705677259,-0.05267180782183534,1.2377817930504031,-0.23778179305040323,0.7431411976781155,0,11,True,False,FITS-NONE,1946-09-30,returns-only
fast,1947-01-27,1947-02-07,-0.05619100747775929,10,0.14102268650501223,0.1823668917320258,0.1874243233987265,0.05311275295840301,-2.000221566009421,True,0.12500876964117347,0.03410960274233754,-0.06808300078353935,1.3752465936271894,-0.3752465936271893,0.3665708503163154,0,11,True,False,FITS-NONE,1946-12-31,returns-only
fast,1947-05-17,1947-05-29,-0.04681331192617433,10,0.11657737188821715,0.13215601977827873,0.023108970685203678,0.03649637967639441,-2.0158368385173566,False,0.07106307707187853,0.028287414544498457,-0.03585166501332537,1.661296935527114,-0.6612969355271142,-0.44764237099672277,0,11,True,False,FITS-NONE,1947-04-30,returns-only
fast,1947-06-30,1947-07-15,-0.07809735865081113,10,0.12586973468269072,0.14093171783140065,0.024010740593580104,0.057666209205483154,-3.114693376882809,True,0.15651516795182752,0.038014869377801075,-0.07302689412339036,1.3207997771756956,-0.3207997771756955,0.882450020196697,0,11,True,False,FITS-NONE,1947-05-31,returns-only
fast,1947-12-29,1948-01-12,-0.04471567933488674,10,0.04726953737489295,0.09010807087250322,-0.04843391459826618,0.00151350934072636,-4.748743931480072,False,0.033277859841593926,-0.012075591183243528,-0.03525836456030207,0.7337448218299766,0.2662551781700234,-0.37699962573736623,0,11,True,True,Route 1,1947-11-30,returns-only
fast,1948-12-30,1949-01-12,-0.047027530278264895,10,0.06611489640975593,0.14804870513081003,0.09036748603531519,0.017431687473687285,-3.570698000032492,False,0.08023276504572507,0.006799614750620853,-0.04550277432671013,1.0925959831941758,-0.09259598319417575,0.013754133129965132,0,11,True,False,FITS-NONE,1948-11-30,returns-only
slow,1948-12-30,1949-03-30,-0.08486340691861727,74,0.06611489640975593,0.14804870513081003,0.09036748603531519,0.01677817770971335,-2.3686754106715777,True,0.09946683420947,-0.028563322567283334,-0.08339918836968663,0.776901604384588,0.22309839561541198,0.3855810697272043,0,75,True,False,FITS-NONE,1948-11-30,returns-only
fast,1949-12-27,1950-01-09,-0.044514675007617854,10,0.06499878935935538,0.08710038346643734,0.2853603022001878,0.02516508187110622,-3.4379393407273144,False,0.07777037504326767,0.015194246358354757,-0.03820847186266818,1.242812182179913,-0.24281218217991304,0.26148477257925784,0,11,True,False,FITS-NONE,1949-11-30,returns-only
fast,1950-06-28,1950-07-13,-0.05177691730780798,10,0.0716611534172521,0.11419942572694519,0.2777248400493624,-0.06377929957277839,-3.6270426815240944,False,-0.02133490068088184,-0.11359871872771521,-0.04494971111242407,-0.23123799916942725,1.2312379991694273,0.902919619787943,0,11,True,False,Route 2,1950-05-31,returns-only
fast,1957-12-31,1958-01-15,-0.0571140448994768,10,0.08272648405218491,0.1771708295300443,-0.022378989213528322,0.039415317637387925,-3.4657610946638013,False,0.11448004361062836,-0.0005320234010076641,-0.06022556855130845,0.9953741949446588,0.004625805055341177,0.13541253568578704,0,11,True,True,Route 1,1957-11-30,returns-only
fast,1958-07-14,1958-07-28,-0.054819410474634345,10,0.06966921845406361,0.07638812092323108,0.024196001724165805,0.03145676229293448,-3.949969048600524,True,0.1025068229614996,0.003635705633403541,-0.04706892964052645,1.0367721710005435,-0.03677217100054343,-0.09864599238058049,0,11,True,False,FITS-NONE,1958-06-30,returns-only
fast,1959-07-27,1959-08-10,-0.056886550461975105,10,0.0551289968248029,0.07901630487667705,0.3561348630717467,-0.016614392722507754,-5.18000024236265,False,0.030391430014435006,-0.07706613369249182,-0.05830122063628196,0.28282262286648086,0.7171773771335191,0.009078611723294092,0,11,True,False,Route 2,1959-06-30,returns-only
fast,1960-12-30,1961-01-16,-0.05003242174222944,10,0.0654040310128306,0.10406814498202771,0.1377945443613382,0.026986173467105967,-3.8401419595259365,False,0.06012878632914642,0.012699268878446857,-0.047562506038759333,1.2677503285089726,-0.26775032850897257,0.7471400560665441,0,11,True,False,FITS-NONE,1960-11-30,returns-only
fast,1962-10-26,1962-11-12,-0.04717976407793356,10,0.08242254590054415,0.16504123264423234,0.10097965539887421,0.09395211908291778,-2.873492118014378,False,0.1393764839514955,0.07657681672481687,-0.039176074096188396,2.219382523929767,-1.2193825239297673,0.015644446740565632,0,11,True,False,FITS-NONE,1962-09-30,returns-only
fast,1966-05-03,1966-05-17,-0.10180679513957824,10,0.09886992593577432,0.07169008984384467,0.220543770795133,-0.08338362369672014,-5.169074930519921,True,-0.04113716635645526,-0.19921726348915703,-0.11213601699547293,-0.2602298904328373,1.2602298904328373,1.1548154851902561,0,11,True,False,Route 2,1966-04-30,returns-only
fast,1966-08-15,1966-08-29,-0.07701054218383696,10,0.14765291451114812,0.1063966159748957,0.10574565724307017,-0.10496675772324748,-2.6182338146288813,False,-0.06666149767914387,-0.1901355235845663,-0.07433387275616987,-0.5398827582588476,1.5398827582588475,0.42507043500880837,0,11,True,False,Route 2,1966-07-31,returns-only
fast,1966-09-23,1966-10-07,-0.04646004668165482,10,0.1649326527018613,0.13924209760505224,0.013262644020088699,-0.0633231146041654,-1.4140776827150021,True,-0.06205576868738416,-0.16897565382579272,-0.047032170653645955,-0.5803950182611263,1.5803950182611264,0.5763028433444993,0,11,True,False,Route 2,1966-08-31,returns-only
fast,1966-12-30,1967-01-16,-0.06084257972598561,10,0.11336659328359189,0.1419862545203852,0.049223522497154226,0.05229016416472887,-2.694156341486133,False,0.08769170848535102,0.05604293846940678,-0.05267191016960204,2.7707777724433864,-1.7707777724433864,-0.1410185145182538,0,11,True,False,FITS-NONE,1966-11-30,returns-only
fast,1967-12-21,1968-01-08,-0.05401615814041438,10,0.08604895012829553,0.07589404096861481,0.17058562576877745,0.01977328287337432,-3.151217550172087,False,0.06682414762134159,-0.013762202935040602,-0.05467834682971617,0.8292241447835278,0.17077585521647223,-0.056379676412409326,0,11,True,False,FITS-NONE,1967-11-30,returns-only
fast,1968-01-29,1968-02-13,-0.055878776740464264,10,0.09536402981113085,0.07934190524100776,0.13613455168527322,-0.051705585408426735,-2.9414574188796516,True,-0.0480072431649089,-0.12481834674857084,-0.05889996465489489,-0.6250039502767962,1.6250039502767963,0.32154157403670325,0,11,True,False,Route 2,1967-12-31,returns-only
fast,1969-12-18,1970-01-05,-0.04906208968647163,10,0.05896958013940968,0.10982485444809742,0.06440673115173134,0.05245329940757948,-4.176555691445505,False,0.12066111282275616,0.03906556133228123,-0.050488496551941986,1.478770724857979,-0.478770724857979,1.190075091648,0,11,True,False,FITS-NONE,1969-11-30,returns-only
fast,1970-02-17,1970-03-04,-0.04760625093934745,10,0.09703849751516189,0.10763770072879736,-0.04711932556421361,0.0403299887968922,-2.4627492094802257,False,0.05689851993087469,-0.011811412316563796,-0.04274904281913827,0.8280974535962502,0.17190254640374975,0.13040602033816587,0,11,True,True,Route 1,1970-01-31,returns-only
fast,1970-05-20,1970-06-03,-0.055533072824002216,10,0.09119530231122895,0.1420843780038031,-0.19972865917035787,0.04438162398439749,-3.0568878662554204,True,0.12064495650648621,0.05156082893054603,-0.053738585662368,1.7463484122871524,-0.7463484122871523,2.350694718873452,0,11,True,True,Route 1,1970-04-30,returns-only
fast,1970-07-14,1970-07-28,-0.045868815244653804,10,0.100885171087998,0.20250187850980628,-0.24887643603801013,0.04422857959187643,-2.2823931663576795,False,0.058621492845544854,0.02885230782755377,-0.04224311674258341,1.9692004604800837,-0.9692004604800838,-0.9584987956038058,0,11,True,True,Route 1,1970-06-30,returns-only
fast,1970-08-24,1970-09-08,-0.09129310191442819,10,0.10701853705189278,0.21139523113224407,-0.16649797068112615,0.06232067581721079,-4.28232105432725,False,0.26526453448902076,0.035086632670607854,-0.10183410193222076,1.1524326722653317,-0.1524326722653318,-0.34848452754895165,0,11,True,True,Route 1,1970-07-31,returns-only
slow,1970-07-07,1970-10-05,-0.2036893406272513,63,0.1013820003748204,0.19694463532124587,-0.26411778840700506,0.23277855817102022,-4.018254520017152,True,0.6456592763743898,0.12456720496967466,-0.19954852519851318,1.2390502788382043,-0.23905027883820437,0.602770381694642,0,64,True,True,Route 1,1970-06-30,returns-only
fast,1970-12-21,1971-01-06,-0.060658204096234014,10,0.12152351063215591,0.11559613079400975,-0.1542606123484741,0.03187466827518537,-2.50570252873697,False,0.11283323418782332,0.01954329497545637,-0.05699477109220907,1.2094898457481857,-0.2094898457481857,-1.0686896673276562,0,11,True,True,Route 1,1970-11-30,returns-only
slow,1970-11-25,1971-02-08,-0.13365435105816714,50,0.12083193030742435,0.12485779664009188,-0.19003912515938004,0.17969444570161586,-2.4832283419072785,True,0.4370850895066922,0.12027341426248439,-0.13218156345496657,1.3796369378425655,-0.3796369378425655,0.2856520119279848,0,51,True,True,Route 1,1970-10-31,returns-only
fast,1971-07-21,1971-08-04,-0.044064462435672636,10,0.05164242371609612,0.08002522602280082,0.13676540271059112,-0.05761209416660995,-4.28333586897264,False,-0.047312334124947064,-0.08852014799741859,-0.044638023758211354,-1.148139871514844,2.1481398715148443,1.4336158085121353,0,11,True,False,Route 2,1971-06-30,returns-only
fast,1971-12-22,1972-01-06,-0.04412719949178179,10,0.062096501145761325,0.1298778379863183,0.15718836311917705,0.020342147364131424,-3.5672989508062196,False,0.04253638796142156,0.0017537714046882424,-0.04403161221173102,1.0430029152800568,-0.043002915280056744,0.7320118555472865,0,11,True,False,FITS-NONE,1971-11-30,returns-only
fast,1972-08-10,1972-08-24,-0.04384170681935906,10,0.0437077621564792,0.08190853723957972,0.5987138830715042,0.002462131609828555,-5.035344082746174,False,0.023192833605921948,-0.04635187178297029,-0.0443197859659491,0.33349531752601735,0.6665046824739826,0.10514277879405286,0,11,True,False,Route 2,1972-07-31,returns-only
fast,1973-07-06,1973-07-20,-0.09754533365447138,10,0.07634480919426798,0.14881996408107098,-0.009258221998769689,0.06884362380859321,-6.4139748835539265,False,0.216778443752758,0.028057793282940446,-0.09745508818783666,1.1486736783340399,-0.14867367833403997,0.21572412412263609,0,11,True,True,Route 1,1973-06-30,returns-only
fast,1973-09-13,1973-09-27,-0.07292545452446952,10,0.10565779892051205,0.14900431329937583,0.039510529174744846,0.0659298229155012,-3.4647974881638675,True,0.13243270906146054,0.07364451490212431,-0.06893903397892498,2.2527092548977157,-1.2527092548977155,0.7015917222542678,0,11,True,False,FITS-NONE,1973-08-31,returns-only
fast,1973-12-20,1974-01-07,-0.05038235143554737,10,0.10804969429093131,0.16786771989223706,-0.08241279411330116,0.04683062317344433,-2.3407506943285505,False,0.16658841679026914,0.07646852347779576,-0.04705868966557192,1.8485199068385032,-0.8485199068385031,-0.6621545029924661,0,11,True,True,Route 1,1973-11-30,returns-only
slow,1973-12-24,1974-03-14,-0.12354638165969578,55,0.10636444860606765,0.16751789234152223,-0.08738766279833443,0.08748642214421465,-2.486293892849859,True,0.31528435430371293,0.02200209281566412,-0.12310815485052551,1.0750201962574566,-0.07502019625745658,0.2567110901895147,0,56,True,True,Route 1,1973-11-30,returns-only
fast,1974-12-30,1975-01-14,-0.10333443328772707,10,0.09750542604948181,0.2530947629212865,-0.42874081152543975,0.08136651232284509,-5.320060218137134,False,0.20943323644103096,0.047324063051419785,-0.10252743427768607,1.2919271134501544,-0.2919271134501545,-0.683265915886197,0,11,True,True,Route 1,1974-11-30,returns-only
