formation,sigma,bear,n_train,n_state,var_uncond,var_scaled,var_cond,realised
1945-01-31,0.07163575085109451,False,5318,3253,-0.057314315782146845,-0.027830951191534743,-0.022725427122920437,0.018399005152080594
1945-02-28,0.05954479187972773,False,5340,3275,-0.057252700801049924,-0.02303178756620218,-0.018768679019079977,-0.02555605101103675
1945-03-31,0.07393778573909345,False,5366,3301,-0.05718636942018834,-0.02904438052660391,-0.02386936278405867,0.019231195949764412
1945-04-30,0.07637031569923022,False,5390,3325,-0.05712057866762567,-0.029930984310291456,-0.024550389136314483,-0.0194783847863379
1945-05-31,0.07733000142247567,False,5416,3351,-0.057078128069483036,-0.030240585393596614,-0.024696700789172684,0.008999694686701698
1945-06-30,0.07982877275769738,False,5442,3377,-0.05701483700192944,-0.03113431570147812,-0.025394655155387993,-0.021382550719008075
1945-07-31,0.10143249814531875,False,5463,3398,-0.05677185008037976,-0.039863954519492234,-0.03280251607890699,-0.02455296412763419
1945-08-31,0.11328318145250023,False,5484,3419,-0.05673449838813439,-0.04452092915767456,-0.036709049204574865,-0.018614068274280138
1945-09-29,0.11107367861019142,False,5507,3442,-0.05655578792876652,-0.04362961926422489,-0.035947408162080946,-0.014445787893823892
1945-10-31,0.113782610973734,False,5531,3466,-0.056468309362375735,-0.044586521594460644,-0.0367875777735245,0.00251712515068081
1945-11-30,0.11541821554676755,False,5554,3489,-0.05635212985794879,-0.04513806153599405,-0.03728730769530616,-0.003603244774350589
1945-12-31,0.11643426918223042,False,5578,3513,-0.0563155085656563,-0.04543750189564875,-0.037527965369710536,0.017003260020427735
1946-01-31,0.08420598078521555,False,5604,3539,-0.056297419107020026,-0.032671807346226364,-0.026922354816397254,-0.02145972943828467
1946-02-28,0.10427614722456949,False,5625,3560,-0.05618612431334365,-0.04026862956336967,-0.03332619669875718,-0.0016048683591266544
1946-03-30,0.108131892797639,False,5651,3586,-0.05598379842254958,-0.04166846193141583,-0.034747150122541884,0.01674556367515767
1946-04-30,0.10399651378772318,False,5676,3611,-0.055706391549877304,-0.03987194955318472,-0.03321312216329513,0.02373118521229034
1946-05-31,0.09840810698311443,False,5701,3636,-0.05549335637714148,-0.03770419650818816,-0.031312077439331204,-0.01699625415667183
1946-06-28,0.09753525065328994,False,5721,3656,-0.055439904138656626,-0.03717238214048236,-0.031144565691418373,-0.0050781678895276405
1946-07-31,0.09377466438223116,False,5743,3678,-0.05541374590874545,-0.03571878857873438,-0.029824297689408027,0.009516545038954716
1946-08-30,0.0640512095123901,False,5765,3700,-0.055223117258511145,-0.024379917940473065,-0.02032634690956744,0.005771458475315017
1946-09-30,0.0677624604039736,False,5785,3720,-0.055076044249502125,-0.025712198460964262,-0.021498285448913225,0.016247793395073984
1946-10-31,0.0815139781877936,False,5811,3746,-0.05496697607209439,-0.030800165292342172,-0.0258542239918261,-0.0031786603042990302
1946-11-30,0.10595126804337969,False,5834,3769,-0.05488181513215254,-0.040365033029041285,-0.03413926829925015,-0.013048087802742137
1946-12-31,0.12175188409219827,False,5859,3794,-0.05471835877531564,-0.04637363521682887,-0.03921765091935082,-0.006148183689675402
1947-01-31,0.13095966768436793,False,5885,3820,-0.05457746703618982,-0.0496921296217417,-0.04222240313836925,-0.028958995378370656
1947-02-28,0.13750463904901566,False,5907,3842,-0.054670771353572886,-0.05260020465829887,-0.04458448088303769,0.014650444715932798
1947-03-31,0.13736144728416366,False,5933,3868,-0.05455003692032001,-0.05233307973445752,-0.04448183038227519,0.028481816460706577
1947-04-30,0.12459468239054218,False,5958,3893,-0.054486962586199415,-0.047456525968174006,-0.04032135289346551,0.03668399517326981
1947-05-29,0.12177686414093639,False,5983,3918,-0.05445490918131295,-0.046367534467992445,-0.03940789105693554,-0.014355753092212487
1947-06-30,0.12625795309603305,False,6004,3939,-0.05445041060120138,-0.04806575970211119,-0.04086698934118555,-0.07809735865081113
1947-07-31,0.12701085118996752,False,6026,3961,-0.05457403827170609,-0.04859882555146042,-0.041377196475073236,0.015881485252831506
1947-08-29,0.12019794407559585,True,6047,2069,-0.0545100264921264,-0.0458017590302233,-0.059010891348368955,0.003378069183878729
1947-09-30,0.11727216072026671,True,6068,2090,-0.05447480429906201,-0.04466848339058485,-0.05748076495753369,-0.005713176061799441
1947-10-31,0.10495145773165834,True,6094,2116,-0.05440542480008571,-0.03988810258497069,-0.051263573754886035,0.022714637042232644
1947-11-29,0.08590081815675606,True,6116,2138,-0.0543437005907301,-0.032553721958639245,-0.041900439359184506,0.017197461833709404
1947-12-31,0.0503886399895857,True,6142,2164,-0.05432171732824701,-0.018992947960521672,-0.024533347633262804,-0.04414101143799587
1948-01-31,0.06006887913054539,True,6167,2189,-0.05428701687811577,-0.023051036560544687,-0.02949067163379724,-0.011666785545448977
1948-02-28,0.06102204716330051,True,6189,2211,-0.05421242718322647,-0.023382377883219178,-0.029905223885856008,0.00035342721407816136
1948-03-31,0.062326941847006045,True,6215,2237,-0.05416178829224703,-0.023791722953558938,-0.030440032028699646,0.013050275817283685
1948-04-30,0.06586771348695862,True,6241,2263,-0.05415011058187991,-0.025089139098204385,-0.032120922852868675,0.014297889290467936
1948-05-28,0.0688708762830855,False,6265,3978,-0.054132754221828165,-0.026214435684392457,-0.02241870516088289,0.03217098099429383
1948-06-30,0.06315216924223643,False,6287,3993,-0.05402578175673717,-0.023957360608623208,-0.020543719494790225,0.0020660098728984
1948-07-30,0.07905691822984294,False,6308,4014,-0.05392510880392219,-0.029987543801811803,-0.025783420320061937,-0.00492803883684767
1948-08-31,0.0823498449300305,False,6330,4036,-0.053880590313864656,-0.031123413403751878,-0.026808859721968236,-0.005440666458397914
1948-09-30,0.08601140110473769,False,6351,4057,-0.053749359888715764,-0.03240335161532263,-0.02797514965113278,0.01658572979461348
1948-10-30,0.08179484678144504,False,6376,4082,-0.053573221028832,-0.030791489198669014,-0.026589796103587054,-0.01850901809338079
1948-11-30,0.08529387973354283,True,6399,2294,-0.053538380586603186,-0.03210506116398729,-0.041437491795784175,0.021792793215163364
1948-12-31,0.07079750052085222,False,6425,4125,-0.05346698538321092,-0.02662773983422342,-0.022929326960188453,-0.046741381003000515
1949-01-31,0.06935669772992417,False,6450,4150,-0.053171477936135525,-0.02613048172597662,-0.022634105600963877,-0.003337614780511644
1949-02-28,0.06809307982460529,False,6472,4172,-0.052963640457623605,-0.025634718699748725,-0.022171741302359615,-0.013454563199166047
1949-03-31,0.07261179298158163,False,6499,4199,-0.05287760037120066,-0.02733356568539601,-0.02363533466034171,0.00777476869986371
1949-04-30,0.06491396521550713,False,6524,4224,-0.052755758573121946,-0.024435037251096435,-0.021144501701837442,0.010269143087579868
1949-05-31,0.0707943003355501,False,6548,4246,-0.05269794781888593,-0.02664160938488753,-0.023036647661982018,0.009808408151121162
1949-06-30,0.07352331766181441,False,6570,4260,-0.05247693666909015,-0.02764682862116387,-0.023910335945671532,-0.022479915428953556
1949-07-29,0.07763474685989562,False,6590,4278,-0.05223531808254958,-0.02917072173857233,-0.025249566923000878,-0.015991007865396867
1949-08-31,0.07997097973640234,False,6613,4301,-0.05214464528468574,-0.029959667455733783,-0.026000358313075594,-0.017882020049845182
1949-09-30,0.08034480991327365,False,6634,4322,-0.05205335559823274,-0.03002583255504811,-0.02607174544783096,-0.017890470471397912
1949-10-31,0.07937763614520199,False,6659,4347,-0.05202745102123306,-0.029627946078277595,-0.025730861958720957,0.013347403446496209
1949-11-30,0.07383150547022645,False,6682,4370,-0.052016837750982835,-0.027496425299775584,-0.023906855232239968,-0.006645057303764967
1949-12-31,0.06552740495395862,False,6707,4395,-0.051842627195779076,-0.024370494509809427,-0.02120565468902352,-0.040873681786745
1950-01-31,0.06359457586933086,False,6732,4420,-0.05149792664875316,-0.02393782478271903,-0.020785087043926977,0.012662051370777805
1950-02-28,0.0522353152570182,False,6754,4442,-0.051470063278469605,-0.019653886738389224,-0.017016261456579418,-0.0027263449450509736
1950-03-31,0.048195032109130086,False,6781,4469,-0.05140893545923908,-0.01811385479877951,-0.015680773159313315,0.00691050425201456
1950-04-29,0.04646523689813793,False,6805,4493,-0.05136689306814771,-0.017437927667290343,-0.015108212979323264,-0.01447586741671969
1950-05-31,0.04467062211342125,False,6831,4519,-0.05119225692069196,-0.016742381515378973,-0.014523738608749382,0.010100189994560527
1950-06-30,0.07276517408760924,False,6853,4541,-0.05108678286765631,-0.027389676253450165,-0.0237801728995641,-0.04042551571447306
1950-07-31,0.08891048981981865,False,6873,4561,-0.05108678286765631,-0.033873840476829925,-0.030071103094561104,0.018213291156568445
1950-08-31,0.08981084567021999,False,6896,4584,-0.05103243871165855,-0.03420796113878512,-0.03024955884066896,0.006677256936210352
1950-09-29,0.09245593112396887,False,6916,4604,-0.05100913757360262,-0.035127326931386496,-0.03092444117630996,0.024952895914678974
1950-10-31,0.09737704780901948,False,6941,4629,-0.051002709756579834,-0.03688172521506894,-0.03239941590183697,0.032567648751697265
1950-11-30,0.10208329461768002,False,6964,4652,-0.050893760291833554,-0.0384737257701778,-0.033890725414404736,0.02630710891437893
1950-12-30,0.08726775807822758,False,6988,4676,-0.05085856718671437,-0.03285730276041045,-0.028832672354541188,-0.0034684448217164876
1951-01-31,0.08459940425322188,False,7014,4702,-0.050804112598327955,-0.03184767322121427,-0.027821686933965875,0.008997351002571152
1951-02-28,0.08637576789817882,False,7036,4724,-0.05073797802919211,-0.032512577510429,-0.0282727842320523,-0.008624140377639256
1951-03-31,0.08983644249412404,False,7062,4750,-0.050680526377130455,-0.03381369475285052,-0.029603972098407684,0.022704892956457723
1951-04-30,0.08553448333859308,False,7087,4775,-0.05065348844842521,-0.03216763680098019,-0.028044359193183165,0.0038867715055366236
1951-05-31,0.07712376754282725,False,7113,4801,-0.05059782802128782,-0.029037747691253085,-0.025648337205763785,0.01942664807209371
1951-06-29,0.08134283791459487,False,7134,4822,-0.05047277309114515,-0.03062621524595272,-0.027048557684315026,0.016625058149927208
1951-07-31,0.08315420759047645,False,7155,4843,-0.05035830787654882,-0.031308161085363266,-0.027647943319698824,-0.0009218992988203611
1951-08-31,0.07553685828785872,False,7178,4866,-0.050252861103461444,-0.028434867787867277,-0.025060957885703488,0.005079562650528446
1951-09-28,0.07001647349017268,False,7197,4885,-0.05015000372890503,-0.026354721413111227,-0.0231910625763903,0.004460440009484312
1951-10-31,0.07625941830357778,False,7223,4911,-0.050107479766875726,-0.02870579886262637,-0.025371090764907848,0.0024235060758626137
1951-11-30,0.06856956759379523,False,7246,4934,-0.049979725013605814,-0.025805931970909645,-0.0227720216582675,0.002590496850210622
1951-12-31,0.05938293357522894,False,7271,4959,-0.04985874718509553,-0.02232865889706504,-0.019688860180918165,-0.0060230214091379075
1952-01-31,0.057053557995974724,False,7297,4985,-0.04968807058963025,-0.021432967101706165,-0.01881631175991662,-0.00958213908861516
1952-02-29,0.05791515034945562,False,7320,5008,-0.04962497864545474,-0.02176807566613883,-0.01934884694278017,0.012866453089653618
1952-03-31,0.047516560481584216,False,7346,5034,-0.04942042574443087,-0.01782857029248515,-0.015806592337747158,0.01042249328516931
1952-04-30,0.04208851624849763,False,7371,5059,-0.04925744091099776,-0.01581399449208519,-0.014016416334757755,0.007708753472418506
1952-05-29,0.04157914092426693,False,7396,5084,-0.04924302229802238,-0.015566606045810219,-0.013823178540145895,0.0022941534777931594
1952-06-30,0.03771711972036105,False,7417,5105,-0.049167216307936766,-0.014093069706107325,-0.012514075951917978,-0.0004078080217295721
1952-07-31,0.03164946255467934,False,7439,5127,-0.049114376778527966,-0.011813258941866153,-0.010489119556941274,0.002095669081962015
1952-08-29,0.0290704853760657,False,7460,5148,-0.048872118276324567,-0.010827962014337018,-0.009615350757792447,0.011036017259411723
1952-09-30,0.028230074743082957,False,7481,5169,-0.04878550467562992,-0.010506946759691887,-0.009304228273304623,0.009709914718957213
1952-10-31,0.025704324927919252,False,7503,5191,-0.04873778767795694,-0.009541076883567546,-0.008435572485024214,0.010996859108882706
1952-11-28,0.03036666856933851,False,7520,5208,-0.04852587312640029,-0.011275545939128873,-0.009972598118534742,0.00983751301387259
1952-12-31,0.03236088503116148,False,7542,5230,-0.048490541026627296,-0.012042899321304252,-0.010663943394741445,-0.0076389473494336
1953-01-30,0.035369376584837506,False,7563,5251,-0.04846094185292164,-0.013225794162971354,-0.011767197856923834,0.004984030911311166
1953-02-27,0.0371298801506287,False,7581,5269,-0.04833004378014305,-0.013870658352188725,-0.012337435644549335,0.007115332024143051
1953-03-31,0.03908836553247079,False,7603,5291,-0.04831894802774143,-0.01461644865182794,-0.013004485109345302,0.010093959667893726
1953-04-30,0.04022921724319341,False,7624,5312,-0.048282207682811315,-0.015141039516867266,-0.013583163934011785,0.008121186973777172
1953-05-29,0.03673462889427427,False,7645,5333,-0.04825845454433346,-0.013816308964401659,-0.012351998221666606,-0.01225067303216043
1953-06-30,0.03708364814847711,False,7667,5355,-0.048217265176595345,-0.01393518312522657,-0.012440243299417902,0.001799338122062899
1953-07-31,0.03328502125581489,False,7690,5378,-0.04818123107505395,-0.012477838818271933,-0.01114589707694721,0.014077414131861365
1953-08-31,0.032546702444334503,False,7711,5399,-0.04815236094406039,-0.012165063041934718,-0.01085819472788602,0.012142779203083931
1953-09-30,0.030948762818569196,False,7732,5420,-0.048129900371195085,-0.011555551006130165,-0.010301649961785866,0.006066300409870218
