formation,long_n_names,long_effective_n,long_weight_l2,long_top1,long_top5,short_n_names,short_effective_n,short_weight_l2,short_top1,short_top5
2019-02-28,266,48.667811718194194,0.1433438584503316,0.07120804486317799,0.2431705203301169,266,14.350008160112186,0.26398176361776393,0.16840055966013612,0.49290410080266694
2019-03-31,266,30.344717363302696,0.18153419831338102,0.1258786176956403,0.3280058127746722,265,17.700208961232292,0.23768994122453732,0.16921482631085985,0.44852747120826514
2019-04-30,266,38.795432739178196,0.16054977443547505,0.1003467943317035,0.2814480793438737,266,41.78220143148147,0.15470499666096243,0.06852517719882818,0.2677596351819124
2019-05-31,283,32.86568670305071,0.17443299775753648,0.10680799983404951,0.3222053895576706,283,9.430215374879923,0.32564108582207485,0.2919961916150122,0.530953619656139
2019-06-30,271,33.741387004454786,0.17215456147712394,0.07745180745654898,0.33111223919848015,271,26.665404599422782,0.19365374994061366,0.14365492959247564,0.33962013359850995
2019-07-31,269,13.755333697896935,0.26962765505726355,0.24153887980505345,0.4255527653559597,269,16.473826650911786,0.2463784701105194,0.2068282483340018,0.43231086104409233
2019-08-31,274,34.65056415966922,0.16988101417867948,0.09511637797772217,0.31395743136126525,274,38.77833092743258,0.16058517293376876,0.083900604241974,0.29538711013549435
2019-09-30,272,44.688242270265484,0.14959027604104178,0.0822876899726969,0.25000033068734373,272,41.32266906269986,0.15556282361768398,0.06859315821648636,0.2864697102139495
2019-10-31,271,42.44150089996969,0.15349867572809844,0.10609732513167995,0.25836326657658865,271,17.028835488648728,0.24233019124686178,0.20474356999140259,0.41422088937458473
2019-11-30,271,69.84337141538214,0.11965680501644003,0.04769101526708373,0.17389766436672016,271,13.92346684304509,0.2679947630938305,0.2352457981115007,0.4476855247232492
2019-12-31,270,5.2253956940488875,0.4374620748710523,0.4313660098761306,0.524527953582926,270,31.030914876942035,0.17951581289231325,0.10610125793149945,0.34728855709051315
2020-01-31,269,4.764454578349764,0.45813492911317655,0.4517482891323533,0.5535462551880588,269,22.70002112501806,0.2098876424180192,0.12600378766275436,0.38535520262155215
2020-02-29,268,6.555923526196999,0.39055577193084856,0.2732359069564906,0.6207879200797966,268,23.405986597557376,0.20669811877435212,0.1195069084835643,0.3970349112339564
2020-03-31,267,8.475484913323,0.34349286662648837,0.2510659028253697,0.5626632249373688,267,45.89941904312665,0.14760341503543892,0.09204790718812532,0.23823066060097325
2020-04-30,266,11.77700326549122,0.29139534001300044,0.20857248065893058,0.4733453143953104,266,36.26583696689509,0.1660546905285676,0.09967568459340344,0.2890656239791314
2020-05-31,274,9.670326500186011,0.32157289190608607,0.22654284830826288,0.5195955269391879,274,9.134968236811284,0.33086168654155934,0.3098923434877695,0.4932444791642127
2020-06-30,263,8.416066590486556,0.3447032820054739,0.21179720903393393,0.6419995471428606,263,13.769811824550123,0.2694858691688346,0.2476945812353539,0.40813773813192705
2020-07-31,262,8.535547744485502,0.3422821899837413,0.21747046912704338,0.6375536571393589,262,45.287299398241714,0.14859759765543176,0.07802810314452571,0.26188398081257136
2020-08-31,264,7.902078150046987,0.35573724697829406,0.2814531680616684,0.6006912753875283,264,13.82478276584762,0.26894956246983837,0.17770115244360013,0.48272819316022286
2020-09-30,263,8.057129613413846,0.3522977138530579,0.22969710098033025,0.6655994793285129,263,12.45799373079208,0.2833191603242135,0.18674271842594944,0.5065527802065489
2020-10-31,263,8.039283476723366,0.3526885240466803,0.27309373606743886,0.5978029189110042,263,11.704254635776532,0.29229953143546417,0.2173114153719209,0.5298067453666302
2020-11-30,264,8.141380322972275,0.3504701047693254,0.2743185380165956,0.6071248715088343,264,12.831769631688225,0.27916227116372944,0.1923462463623912,0.5156690416796028
2020-12-31,264,7.055270844816454,0.37648107917414697,0.3033880850335667,0.6572824896743176,264,11.280359616554795,0.29774092100123284,0.2088700884671753,0.5548277500217443
2021-01-31,263,6.8042105764234915,0.3833638228887474,0.30885938512764516,0.6774343039182044,263,12.177989915201257,0.28655777404919425,0.22534445998487787,0.4959932859431403
2021-02-28,264,16.547557247154494,0.24582896568847304,0.1761878272174571,0.4572283022001465,264,20.308656692722064,0.22190107232027034,0.13983366225306035,0.4067703573632313
2021-03-31,264,16.259641192031065,0.2479959115886415,0.20321350442606625,0.41126557776830525,264,20.411051594218332,0.2213437735822336,0.1598806465382962,0.39770067913339563
2021-04-30,263,10.336835198699674,0.3110328098984324,0.2965225851250125,0.4322276365273421,263,26.47086360550479,0.19436405219170594,0.09029511995372833,0.36914227202644156
2021-05-31,269,14.900457879956381,0.25905989962494125,0.23245430122276156,0.41326522840060426,269,18.977262409638207,0.22955312985812568,0.14530045956055382,0.4173957529409843
2021-06-30,235,11.666653253550773,0.29277019018291506,0.2690830787016969,0.4523445367789166,235,23.266582101206684,0.20731642219003707,0.09589069753093413,0.40657002971711215
2021-07-31,237,40.783879241548775,0.1565870108935527,0.09989282796513341,0.2749604517260071,237,23.841975833098758,0.20479949352669727,0.10362799883801303,0.399138021960261
2021-08-31,240,40.24842880903788,0.1576251577899352,0.07842825673737348,0.2764831708518587,241,42.95773969625833,0.1525735632410534,0.06619207480846302,0.2589540757181451
2021-09-30,241,39.407480874382834,0.1592981247269135,0.0887187686886158,0.28591512313758843,241,22.187518582670876,0.2122978680709364,0.11299343619854618,0.4106638723497465
2021-10-31,239,35.29626567552519,0.16831996033969307,0.08076574519859193,0.308196422002601,239,37.00941883221702,0.16437806634714303,0.09118110707558585,0.28511471265751603
2021-11-30,241,7.769438234263193,0.3587609709891038,0.33984017527277405,0.5207825846412086,241,41.966858124007395,0.15436426580717494,0.06194128017678341,0.25082297130645276
2021-12-31,241,10.109488979626843,0.3145106805949667,0.22925088090001286,0.5646304729209333,241,39.51656465782871,0.15907810495952013,0.07678669998183672,0.2975946364551245
2022-01-31,243,10.904535963657624,0.30282826296184323,0.18784883330148414,0.5809549489392483,243,40.6072332373437,0.15692722680214438,0.09230426703040981,0.27452431210656725
2022-02-28,242,21.237289314347173,0.21699536540570238,0.12933974611994314,0.4220823710435896,242,28.693627035255098,0.18668407640895662,0.1345859382429954,0.3301751022613955
2022-03-31,241,8.384284440705027,0.34535599416769647,0.32015203296375133,0.5264274015250392,241,11.884739557576683,0.29007156995085287,0.2599438093831856,0.4666852649208979
2022-04-30,241,24.8037857302988,0.20078950750958144,0.11556481534999076,0.36852183544788253,241,12.978267910773,0.27758221213639417,0.24388135984356754,0.459026929512334
2022-05-31,256,11.396222686953477,0.29622351877713005,0.2603336846674983,0.48148514490678124,256,8.996098633087835,0.3334056043659107,0.2438704978980993,0.5766709391922573
2022-06-30,236,25.47751289167407,0.19811688228946772,0.10155820149907395,0.35452287553929546,236,18.9437506956109,0.22975608121248425,0.14670585850698714,0.42303839758624534
2022-07-31,235,30.019757613887904,0.18251409501021604,0.0896338053429608,0.3182001772599545,235,19.430082778555956,0.2268624795904585,0.14306277620034188,0.40928693755769235
2022-08-31,239,17.730325306791617,0.23748798794331313,0.15613611214054904,0.4747510766549345,239,18.384067134970532,0.2332272015792108,0.14912259476493386,0.4401980090495515
2022-09-30,232,24.250514082196506,0.20306708060161918,0.13130944173370174,0.3703998783933672,232,20.758838693618326,0.2194817796019166,0.1360020410835578,0.40306449403972844
2022-10-31,232,27.65943375266222,0.19014213127025373,0.10110577362625581,0.37021153264400314,232,17.094629045999806,0.24186340323061906,0.17234118294086373,0.4429438708643685
2022-11-30,234,26.170116431796917,0.19547767845148806,0.10090012151875108,0.3808729780794017,234,32.94323662730466,0.17422756505741685,0.13464098779624142,0.2658700321785251
2022-12-31,234,27.561157840641485,0.19048082827643828,0.09957567401390431,0.36720637030145337,234,30.38335389942564,0.1814187389763725,0.12691414629526168,0.3075104397547933
2023-01-31,234,28.47468037974236,0.1874004248060535,0.11094516286053563,0.354642436440915,234,6.353691179243992,0.39672260675857984,0.38128541251897463,0.5413824429446968
2023-02-28,235,19.372039322372814,0.22720209364347319,0.17450968416174764,0.3913808580763074,235,24.900449271040166,0.2003993961176846,0.13304093177374277,0.343926252093085
2023-03-31,234,17.85969928993097,0.23662625419493072,0.1834347460624505,0.4171438051530026,234,16.710036517217254,0.244630892913025,0.21137202198441904,0.3870174477716642
2023-04-30,234,21.17826548268825,0.21729753808455166,0.16708391932922823,0.36378127567545826,235,44.62533109763536,0.14969568237639064,0.09532194576806725,0.24402188627906068
2023-05-31,249,12.378242157246378,0.2842303911298103,0.22991217306715173,0.5047944769595178,249,48.87949465958054,0.14303313129059134,0.07373573683386163,0.23873030276156396
2023-06-30,243,12.909141519838146,0.27832442406109875,0.20387645368471044,0.5254716258339149,243,51.582826583365595,0.13923468344059572,0.08206354181828737,0.22181581667606545
2023-07-31,243,10.66433586636832,0.30621967609352724,0.23990173409589624,0.5514242072872892,243,34.38211638700994,0.17054292091546353,0.08748909114708019,0.31079708983051085
2023-08-31,243,11.887293790721529,0.29004040431148687,0.22220269503527718,0.5424925220363618,243,24.053559923581965,0.20389675755040665,0.1034047246542183,0.41536250006216613
2023-09-30,243,14.206910691926199,0.26530789557931084,0.1927792490152702,0.4948828077359111,243,21.31996968892688,0.21657419486610568,0.10972022373816862,0.4411126297697941
2023-10-31,243,15.717558804038893,0.2522362220926752,0.17346661143365746,0.4811756178188435,243,17.399741657626308,0.23973343044192658,0.13727608737121716,0.4863432806750825
2023-11-30,245,10.84056532879964,0.30372044988851316,0.2348965733081919,0.562980704053332,245,20.896820536191505,0.2187559596564779,0.1224323779067878,0.4250407412533628
2023-12-31,244,9.760177417511775,0.32008929055009866,0.2519561536807176,0.596031805753121,244,24.987252818848397,0.20005100823177058,0.09638460897595091,0.3815683799251633
2024-01-31,245,13.014196949959086,0.2771987787531111,0.16768695315206197,0.5446769470402375,245,11.270404824853143,0.29787238454198495,0.2557181193757943,0.5060507782107305
2024-02-29,246,12.036196661470495,0.28824073890602103,0.20232088644892682,0.5558546733110251,246,20.830087835498105,0.21910609026699313,0.10774512357483844,0.44962327584022066
2024-03-31,246,10.989367991978364,0.3016571626109142,0.21277714218931518,0.5868392811624273,246,24.4522718741069,0.20222758337674065,0.1070033081782078,0.37946611644879924
2024-04-30,246,9.731628526379003,0.3205584567385323,0.22339498385237733,0.6314123147338822,246,25.633746023802324,0.19751221593149845,0.11164882910737989,0.36908657609583406
2024-05-31,258,8.25688991707281,0.3480100234390506,0.2678956348160608,0.6678535344191,258,20.755533722998333,0.21949925330240064,0.12440802908225881,0.44140120149946716
2024-06-30,253,6.770785951415507,0.3843089138208416,0.33655400793271345,0.6680670753519761,253,17.48989656396645,0.2391147569939734,0.16614599221111134,0.47077412687529474
2024-07-31,252,7.805052861632978,0.3579415180357771,0.3110473439757741,0.6261802462879615,252,28.026804481558734,0.18889184477589985,0.11701615630912472,0.3575699026998483
2024-08-31,253,5.549785085726202,0.42448457877784346,0.3689710172397013,0.7390083921646294,253,26.73468148978026,0.1934026822059153,0.10537853190022517,0.3719321811539469
2024-09-30,253,6.930034924404299,0.3798676310101921,0.323328646351137,0.6806725650097208,253,17.40471808947321,0.2396991551850042,0.20127383649496877,0.40475005662952285
2024-10-31,252,5.159977990383457,0.44022639204114655,0.39443308895031265,0.7105656297330702,252,19.64096334054188,0.22564130742643054,0.1745649106907105,0.41105414271354007
2024-11-30,252,4.839468835236535,0.45457039859536463,0.4119081353254205,0.7075014084509877,252,17.045405632194054,0.242212375851695,0.14445518081329714,0.4795536397650978
2024-12-31,251,3.136922124863561,0.5646094351494774,0.5579023658835462,0.6856709909753341,251,16.872587882465695,0.2434496477845277,0.154931256919157,0.4688768528099274
2025-01-31,251,7.868964781241457,0.3564849496623829,0.27755582939745166,0.6792772612148402,251,18.193909238849173,0.2344428477460706,0.14971184217364947,0.4467233568030502
2025-02-28,251,7.501556607845115,0.3651104847128574,0.29933764440449884,0.6693236475062594,251,11.267398682187043,0.29791211807725454,0.21598205510473267,0.524623018581292
2025-03-31,250,6.901503421263287,0.38065202648149926,0.36295948846648857,0.5389347022663847,250,7.478035783785086,0.3656842287782983,0.34781815346149836,0.5241634797290037
2025-04-30,249,21.976499223509403,0.21331467999405382,0.1425157000182623,0.39997880679337716,249,47.19517842179467,0.14556306240961825,0.07739703873103332,0.24641277143615106
2025-05-31,254,15.803869792010797,0.2515464997690636,0.1602808229947483,0.47532172128434813,254,33.701452228873336,0.17225652916542497,0.11021909827536135,0.3134312428137472
2025-06-30,254,16.358486734789206,0.24724552332408373,0.168610575167322,0.45797507281130023,254,42.01651023390979,0.15427303051502303,0.09439339098442807,0.26001563153182317
2025-07-31,247,13.082724173830734,0.2764718428846215,0.23348361866452175,0.47073302784762133,248,13.35127420391533,0.27367721536776346,0.22911774370602228,0.4760372889450341
2025-08-31,248,7.362512629372132,0.36854198750656325,0.32026491896365983,0.6245471969946629,248,6.794114688794741,0.3836485517675049,0.33298807014980797,0.6584923796531029
2025-09-30,247,13.696668433684696,0.27020446964133465,0.18560801617429692,0.5051687226047592,247,7.31307958213229,0.3697854766760668,0.3247216046718534,0.6215526176438564
2025-10-31,246,12.87092280187686,0.27873734386664234,0.20057931899502693,0.5098534050944804,246,7.123405377135851,0.37467625451023107,0.35687045506630055,0.5312084995708776
2025-11-30,247,12.203014609613534,0.286263801570672,0.1568304057862448,0.5742240220930724,247,18.78985242751963,0.23069507091506028,0.197940194533378,0.3611744869777717
2025-12-31,246,10.442665923670555,0.3094527224081879,0.1895277260179581,0.5871560126240148,246,8.818508214037493,0.3367459941132272,0.2977166837155913,0.5549852887836335
2026-01-31,244,12.104565889240193,0.28742556292829907,0.20473654217866621,0.4930382877321122,245,33.890369028364205,0.17177574907511328,0.08685623806845616,0.30363553656521647
2026-02-28,243,11.653619911479018,0.29293386068947197,0.21068172466914703,0.5079288216218589,243,9.87073081870508,0.31829172339020534,0.2806627920473582,0.5118973429029817
2026-03-31,243,29.138091507992968,0.18525479107909767,0.07987406549424729,0.33240970230653305,243,13.994909462573185,0.26730984457265405,0.19991517781677284,0.5111687125206175
2026-04-30,242,23.98024708948558,0.20420819807730606,0.09507798014448987,0.37857707048437694,242,9.812970010517848,0.31922710852325614,0.30093352536331386,0.45319654999962067
2026-05-31,244,11.85436966805286,0.2904429016511202,0.19331699734778596,0.56083841353478,244,28.7315742841553,0.18656075410703088,0.08969738279858785,0.3545201421458757
2026-06-30,239,12.720162032586645,0.2803842912265535,0.1980525767847937,0.5244297547948413,239,34.352553371688686,0.17061628778705612,0.09214279190437936,0.30078825019124056
2026-07-31,237,10.707005019721151,0.3056088994120463,0.24563372017229657,0.5416161539318781,237,23.259523576318834,0.20734787677073468,0.1292789803048832,0.3804319488680534
